index,Artist,Playlist AVG Release Time,Instagram Link,Artists Spotify Link,Career Started,Number of Tracks,Instagram Subscribers,Monthly Listeners,Time Since Latest Release,Average Release Time IG,AVG Release Time Artist,Playlist Description,Playlists Likes,Average Comments,Artist AVG Release,Playlist Link,Popularity Index,Artist Inside,AVG Release Time Per Track Artist,Average Likes,AVG listeners playlist,Number of artists in playlist
0,LOVNIS,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,0.0,3.0
1,ULITKA,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,0.0,3.0
2,Mark Loughrey,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,0.0,3.0
2279,Ponte Pilas,395.4468054149948,https://instagram.com/yeoheemusic,https://open.spotify.com/artist/0WOOrXTvgnjErVjsXSOOxn,1630.0,30.0,-1.0,6100.0,522.4742417285186,0.0,983.6666666666666,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,19,machìna,54.0,,230779.10901001113,2697.0
2280,Ponte Pilas,395.4468054149948,https://instagram.com/aemak_,https://open.spotify.com/artist/2VQ0jNisT4VhPs41VGvvTX,2143.0,25.0,-1.0,26800.0,109.47427873693287,0.0,135.6,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,25,Æ MAK,85.0,,230779.10901001113,2697.0
2281,Ponte Pilas,395.4468054149948,https://instagram.com/etumusic,https://open.spotify.com/artist/0QeLRKAHp1gQn0DpwFiKwO,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,3,Etu,0.0,,230779.10901001113,2697.0
2282,Ponte Pilas,395.4468054149948,https://instagram.com/bajafrequencia/,https://open.spotify.com/artist/5hkLgDHHOCdNfLSdevCX2z,2330.0,63.0,-1.0,162000.0,32.47435121471065,0.0,292.55555555555554,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,36,Baja Frequencia,36.0,,230779.10901001113,2697.0
2283,Ponte Pilas,395.4468054149948,https://instagram.com/jarl_flamar/?hl=fr,https://open.spotify.com/artist/6FTJIB6Psn1Bmxgw8MpCAA,1052.0,19.0,-1.0,27800.0,137.47438432590278,0.0,114.375,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,25,Jarl Flamar,55.0,,230779.10901001113,2697.0
2284,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/62cfAIdmF6Jyhhowr4jiZX,522.0,7.0,-1.0,357.0,174.47440520892363,-1.0,348.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,2,Gun!lla,74.0,-1.0,230779.10901001113,2697.0
2285,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/5kvILnH7L0BtwLIMNf5DLh,0.0,0.0,-1.0,2900.0,0.0,-1.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,6,Andrei Rusu,0.0,-1.0,230779.10901001113,2697.0
2286,Ponte Pilas,395.4468054149948,https://instagram.com/about.sontag/,https://open.spotify.com/artist/1ibYFmH1nSLDt4quSkRAA4,0.0,0.0,-1.0,5800.0,0.0,0.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,15,SONTAG,0.0,,230779.10901001113,2697.0
2287,Ponte Pilas,395.4468054149948,https://instagram.com/hatehugpunx,https://open.spotify.com/artist/0hhFRxMXJ91SCEGBqRi83l,1334.0,22.0,-1.0,87.0,315.47447554807866,0.0,1019.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,1,Hatehug,60.0,,230779.10901001113,2697.0
2288,Ponte Pilas,395.4468054149948,https://instagram.com/princess_thailand,https://open.spotify.com/artist/7Cj0AWcJrXYGxMtbqg7uiy,1747.0,15.0,-1.0,445.0,1201.4745131714121,0.0,305.3333333333333,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,3,Princess Thailand,116.0,,230779.10901001113,2697.0
2289,Ponte Pilas,395.4468054149948,https://instagram.com/milio606/,https://open.spotify.com/artist/3NoWSOGaFNLvKXxho4phMO,774.0,50.0,-1.0,16000.0,60.474552956770836,0.0,99.10526315789474,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,18,Milio,15.0,,230779.10901001113,2697.0
2290,Ponte Pilas,395.4468054149948,https://instagram.com/true.moon,https://open.spotify.com/artist/15s0Pj17f10KQnkGuLDubZ,2518.0,24.0,-1.0,4900.0,1376.4745876727084,0.0,467.14285714285717,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,14,True Moon,104.0,,230779.10901001113,2697.0
2291,Ponte Pilas,395.4468054149948,"m - www.instagram.com/nikkis
Facebook - www.facebook.com/NikkiSOfficial</span></p></div></div></div><div class=""_STYpglIwDef2Vqxu7xV""><p class=""Type__TypeElement-sc-goli3j-0 fAJsTt"" data-encore-id=""type"">968</p><p class=""Type__TypeElement-sc-goli3j-0 fZDcWX"" data-encore-id=""type"">Followers</p></div><div class=""ZdmJvgeayszd6ZvSl5B6""><ul class=""EU6g4QXfyD_TGfFXIMAQ""><li class=""p44AskfOeVB1s75duZoC""><a class=""njTqo2LYbrg0pH171b_U"" href=""https://facebook.com/NikkiSOfficial",https://open.spotify.com/artist/1rx0ktk0UKZ3YY62brNHs6,3011.0,18.0,-1.0,833.0,1205.4746137815046,-1.0,488.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,4,Nikki S,167.0,-1.0,230779.10901001113,2697.0
2292,Ponte Pilas,395.4468054149948,https://instagram.com/acidrooster_band/,https://open.spotify.com/artist/2YKyvdLU4DRf5R8kTyDaVb,1469.0,12.0,-1.0,1700.0,403.4746365989005,0.0,533.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,7,Acid Rooster,122.0,,230779.10901001113,2697.0
2293,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/0ZyDuYIAXaKGJt3Gc16PQf,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,21,Mel Marker,0.0,-1.0,230779.10901001113,2697.0
2294,Ponte Pilas,395.4468054149948,https://instagram.com/___nonformation/,https://open.spotify.com/artist/49amwW3An2eDASwY6tpuvV,4484.0,82.0,-1.0,45900.0,95.47468907648148,0.0,517.2631578947369,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,30,Angela Aux,54.0,,230779.10901001113,2697.0
2295,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/6OP6u8D2Icl5qmrCbyTY7M,4194.0,52.0,-1.0,122400.0,18.474724324016204,-1.0,232.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,33,Shall Ocin,80.0,-1.0,230779.10901001113,2697.0
2296,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/552YSx7FLHBsM1vxJNNR1D,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,23,Zorra,0.0,-1.0,230779.10901001113,2697.0
2297,Ponte Pilas,395.4468054149948,https://instagram.com/tinlicker,https://open.spotify.com/artist/5EmEZjq8eHEC6qFnT63Lza,3886.0,217.0,-1.0,5800000.0,75.47483338523148,0.0,215.8235294117647,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,63,Tinlicker,17.0,,230779.10901001113,2697.0
2298,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/1Prnl3WpJztMLBodIfJKu6,3123.0,65.0,-1.0,4500.0,60.47487890993055,-1.0,542.8888888888889,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,9,AlBird,48.0,-1.0,230779.10901001113,2697.0
2299,Ponte Pilas,395.4468054149948,https://instagram.com/maksimdarkofficial,https://open.spotify.com/artist/2dbxPQ9Ri4dvE6tuLp1jOu,4596.0,455.0,-1.0,54900.0,25.474954805,0.0,100.29032258064517,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,31,Maksim Dark,10.0,,230779.10901001113,2697.0
2300,Ponte Pilas,395.4468054149948,https://instagram.com/shinskyxdima/,https://open.spotify.com/artist/4iiEdRlpL7LDPxa1Wa0jkj,1120.0,51.0,-1.0,142800.0,26.47499217454861,0.0,60.77777777777778,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,35,SHINSKY x DIMA,21.0,,230779.10901001113,2697.0
2301,Ponte Pilas,395.4468054149948,https://instagram.com/pascow_selbst/,https://open.spotify.com/artist/215Kid3OrwPnoRKyp9yZ0z,7889.0,125.0,-1.0,69600.0,193.4750271954514,0.0,1306.3125,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,39,Pascow,63.0,,230779.10901001113,2697.0
2302,Ponte Pilas,395.4468054149948,https://instagram.com/tribade.dyke,https://open.spotify.com/artist/5x7QnRNtTCMmMQGvOZFTQG,2100.0,38.0,-1.0,87500.0,131.4750664341898,0.0,328.07142857142856,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,33,Tribade,55.0,,230779.10901001113,2697.0
2303,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/5kgbdZjaH7REUaSXBV8lfH,3242.0,38.0,-1.0,52200.0,110.47510266623844,-1.0,174.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,26,Izhevski,85.0,-1.0,230779.10901001113,2697.0
2304,Ponte Pilas,395.4468054149948,https://instagram.com/thetchik,https://open.spotify.com/artist/0nfydDAlBBbIXfXbfprRni,3763.0,66.0,-1.0,75500.0,606.4751282100809,0.0,921.9,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,32,The toten Crackhuren im Kofferraum (The TCHIK),57.0,,230779.10901001113,2697.0
2305,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/3KuNrap7xPWVJCyBHAE4le,4778.0,113.0,-1.0,272200.0,125.47518147217593,-1.0,431.75,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,39,Midnight Magic,42.0,-1.0,230779.10901001113,2697.0
2306,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/4UJ0cDcIUF9KqoHOewe2EB,1410.0,21.0,-1.0,2400.0,298.47519547710647,-1.0,841.6666666666666,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,10,Guadal Tejaz,67.0,-1.0,230779.10901001113,2697.0
2307,Ponte Pilas,395.4468054149948,https://instagram.com/technobrass,https://open.spotify.com/artist/3lyM8VWCVwC7qpMrBvR72H,2127.0,11.0,-1.0,4400.0,404.47522050218754,0.0,287.1666666666667,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,13,TechnoBrass,193.0,,230779.10901001113,2697.0
2308,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/7kiuEsAD7rftviLEgHodRh,4939.0,59.0,-1.0,36400.0,144.47524510599536,-1.0,1597.75,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,24,Talking To Turtles,83.0,-1.0,230779.10901001113,2697.0
2309,Ponte Pilas,395.4468054149948,https://instagram.com/numagama,https://open.spotify.com/artist/3ysogI5DJYxHA5oU5Rjkjh,1270.0,57.0,-1.0,2700.0,53.47527249020834,0.0,375.3333333333333,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,8,Numa Gama,22.0,,230779.10901001113,2697.0
2310,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/4WOwROBa1cvooaxwbIozqO,5243.0,18.0,-1.0,15000.0,804.4753027198959,-1.0,2397.5,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,19,Hypogeo,291.0,-1.0,230779.10901001113,2697.0
2311,Ponte Pilas,395.4468054149948,https://instagram.com/dekialem/,https://open.spotify.com/artist/2AK3F4tVjxYuqSGefozy52,515.0,12.0,-1.0,111300.0,67.47532620520833,0.0,224.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,37,Deki Alem,42.0,,230779.10901001113,2697.0
2312,Ponte Pilas,395.4468054149948,https://instagram.com/its.bae.con,https://open.spotify.com/artist/13Vka7xGjRHhIOGzvomJZd,1110.0,55.0,-1.0,390.0,270.4753621099421,0.0,197.16666666666666,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,3,Bae.con,20.0,,230779.10901001113,2697.0
2313,Ponte Pilas,395.4468054149948,https://instagram.com/_______sahareya_______/,https://open.spotify.com/artist/64CTTiZ9WyuvbCtXdkuhou,634.0,22.0,-1.0,5300.0,26.475398188819447,0.0,115.75,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,13,Sahareya,28.0,,230779.10901001113,2697.0
2314,Ponte Pilas,395.4468054149948,https://instagram.com/dame_area_,https://open.spotify.com/artist/1Cmtis0NcKGTvAnovenEJl,1901.0,43.0,-1.0,5300.0,316.4754343722222,0.0,527.25,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,14,Dame Area,44.0,,230779.10901001113,2697.0
2315,Ponte Pilas,395.4468054149948,https://instagram.com/hello_bjork/,https://open.spotify.com/artist/0SjbZtXCVUjIpW0y94un1D,1282.0,20.0,-1.0,9000.0,25.47547576726852,0.0,125.7,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,15,Bjørk Stellar,64.0,,230779.10901001113,2697.0
2316,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/0RGPYHUrgEopNk94im1gz7,1061.0,6.0,-1.0,20100.0,158.47549983548612,-1.0,180.6,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,22,Webra,176.0,-1.0,230779.10901001113,2697.0
2317,Ponte Pilas,395.4468054149948,https://instagram.com/tomemitsu,https://open.spotify.com/artist/2mhR16cFNwiKWB909sMwgF,2636.0,62.0,-1.0,57300.0,851.4755251069906,0.0,397.38461538461536,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,27,tomemitsu,42.0,,230779.10901001113,2697.0
2318,Ponte Pilas,395.4468054149948,https://instagram.com/howlingmusic/,https://open.spotify.com/artist/3WTWOrIS77vY3hkCFqTyIw,4029.0,69.0,-1.0,437300.0,399.47557473990736,0.0,429.63157894736844,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,43,Howling,58.0,,230779.10901001113,2697.0
2319,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/3Lw5YLtJkftPWTUrWBdEba,3777.0,25.0,-1.0,342.0,1984.4755982012616,-1.0,1138.75,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,1,Joasihno,151.0,-1.0,230779.10901001113,2697.0
2320,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/3FzQGuzXn9Z9r6vihEbBqn,0.0,0.0,-1.0,615.0,0.0,-1.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,2,Lui Mafuta,0.0,-1.0,230779.10901001113,2697.0
2321,Ponte Pilas,395.4468054149948,https://instagram.com/samquealy,https://open.spotify.com/artist/0GLGeVG3XTA2KmlmAd05T8,804.0,13.0,-1.0,38900.0,41.47563789712963,0.0,95.375,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,26,Sam Quealy,61.0,,230779.10901001113,2697.0
2322,Ponte Pilas,395.4468054149948,https://instagram.com/freneticlive,https://open.spotify.com/artist/17Jf5ATVwvAOpUqvpjwJDi,4452.0,36.0,-1.0,666.0,424.4756968721064,0.0,1049.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,2,Frenetic,123.0,,230779.10901001113,2697.0
2323,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/1UsOocvimYxuYsB2Q5kH4G,1212.0,20.0,-1.0,2100.0,355.47572799561345,-1.0,857.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,11,Schlecht,60.0,-1.0,230779.10901001113,2697.0
2324,Ponte Pilas,395.4468054149948,https://instagram.com/urbannino,https://open.spotify.com/artist/4aZt5D61w5uaDQsvWxXC8T,963.0,26.0,-1.0,23000.0,26.475756175972222,0.0,93.7,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,25,Urbannino,37.0,,230779.10901001113,2697.0
2325,Ponte Pilas,395.4468054149948,https://instagram.com/system_absturz,https://open.spotify.com/artist/62QEXVjdjBdVn5VyzanSQC,1320.0,20.0,-1.0,10100.0,269.4757989420139,0.0,202.28571428571428,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,20,Systemabsturz,66.0,,230779.10901001113,2697.0
2326,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/5EjzvshGaeIYnjdttJF6ZQ,804.0,23.0,-1.0,3200.0,207.4758341367593,-1.0,74.625,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,11,SUN,34.0,-1.0,230779.10901001113,2697.0
2327,Ponte Pilas,395.4468054149948,https://instagram.com/oliver_huntemann,https://open.spotify.com/artist/0NBGssQpgDczTsVEp4pCbR,6612.0,146.0,-1.0,241100.0,11.475876856018518,0.0,478.2,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,39,Oliver Huntemann,45.0,,230779.10901001113,2697.0
2328,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/1zpmVMRrtRmwRHuIFEG0Ov,846.0,5.0,-1.0,816.0,354.47590311885415,-1.0,492.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,4,Aka Nina,169.0,-1.0,230779.10901001113,2697.0
2329,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/0RRv0LBrCY4XKm2HwWjiDQ,0.0,0.0,-1.0,520.0,0.0,-1.0,0.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,3,Devon Rexi,0.0,-1.0,230779.10901001113,2697.0
2330,Ponte Pilas,395.4468054149948,https://instagram.com/frank__wiedemann/,https://open.spotify.com/artist/1gbnoyNZEf6K9HytIv1D94,3697.0,27.0,-1.0,290800.0,158.47594846622684,0.0,349.3333333333333,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,44,Frank Wiedemann,136.0,,230779.10901001113,2697.0
2331,Ponte Pilas,395.4468054149948,https://instagram.com/museum.of.wax.museum/?hl=en,https://open.spotify.com/artist/7oBDL5MkvIMPP7CVYqiTJt,1163.0,18.0,-1.0,272.0,250.4759819600926,0.0,228.25,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,2,Wax Museum,64.0,,230779.10901001113,2697.0
2332,Ponte Pilas,395.4468054149948,https://instagram.com/gmorningcharlie,https://open.spotify.com/artist/712oLsv80LL0vQwYKPA3qL,1513.0,3.0,-1.0,166.0,445.4760177165625,0.0,534.0,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,0,LawlessProd,504.0,,230779.10901001113,2697.0
2333,Ponte Pilas,395.4468054149948,No Instagram,https://open.spotify.com/artist/0OTPSlPphf1sKeK7rjl2uv,1341.0,24.0,-1.0,74400.0,12.476045270150463,-1.0,231.85714285714286,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,-1.0,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,36,Fuffifufzich,55.0,-1.0,230779.10901001113,2697.0
2334,Ponte Pilas,395.4468054149948,https://instagram.com/hiroko__yamamura,https://open.spotify.com/artist/347AUBBUISCJzRHH3nv7EK,2482.0,21.0,-1.0,4000.0,596.4760757006829,0.0,377.2,"1-3 tracks per artist. Full lineup, last update. See more at https:&#x2F;&#x2F;lineup.pizza&#x2F;fusion",724,,238.71428571428572,https://open.spotify.com/playlist/634v1LYHjMwV6IqSUBT32V,12,Hiroko Yamamura,118.0,,230779.10901001113,2697.0
